Package,Function,Parameter,Parameter Doc,Sink,Unusual,PR,Comments,Determined By
sstk-ssc,pngSeqToVideo,out,,CommandInjection,yes,,using cmd to convert png sequence input to video,param+func
sstk-ssc,registerCustomAssetGroupSync,metadata,,TaintedPath,,,,
sstk-ssc,removeFile,input,,CommandInjection,yes,,using cmd to rm file,param+func
st,file,p,,TaintedPath,no,,st is for serving static file,func
starplate,Template,source,,CodeInjection,,,,
starplate,View,template,,CodeInjection,,,,
static,transform,source,,TaintedPath,,,,
statique,readFile,file,"The relative path to the file.
",TaintedPath,no,,,param+func+param doc
steamshovel,processFile,file,,TaintedPath,no,,,param+func
stjs,resolve,path,,CodeInjection,,,,
storage-core,createReadStream,path,,TaintedPath,,,,
streaming-data-solution,sleep,seconds,,CommandInjection,yes,,,param+func
streamlets,wait,callback,,CodeInjection,no,,,
streams,serve,req,,TaintedPath,,,,
strider-extension-loader,initConfig,csspath,,TaintedPath,,,,
strider-extension-loader,initUserConfig,csspath,,TaintedPath,,,,
strif,fromFile,filePath,,TaintedPath,,,,
string_decoder,processFile,out,,TaintedPath,no,,,
strips,load,domainPath,,TaintedPath,,,,
style-dictionary,extend,opts,,TaintedPath,,,,
stylus,get,key,,TaintedPath,,,,
stylus,has,key,,TaintedPath,,,,
stylus,set,key,,TaintedPath,,,,
sulla,create,session,,TaintedPath,,,,
suman-utils,checkStatsIsFile,item,,TaintedPath,no,,,
suman-utils,findApplicablePathsGivenTransform,transformPath,,TaintedPath,,,,
super-easy-forms,CheckForm,formName,,TaintedPath,,,,
supercolliderjs,spawnProcess,execPath,"path to sclang
",TaintedPath,,,,
supervisor,run,args,,TaintedPath,,,,
supper,run,args,,CommandInjection,,,,
supper,run,args,,TaintedPath,,,,
support,formatFiles,path,,CommandInjection,,,,
supports-color,nextTick,fn,,CodeInjection,no,,,
svcorelib,pipeFile,filePath,,TaintedPath,,,,
svcorelib,readdirRecursiveSync,folder,,TaintedPath,,,,
svelte-jsoneditor,executeQuery,query,,CodeInjection,,,,
svg-mixer-utils,svg-mixer-utils,context,"Context directory
",TaintedPath,no,,explained in docstring: context directory,param doc
svgexport,cli,args,,TaintedPath,,,,
svgexport,render,data,,TaintedPath,,,,
svgo,checkOptimizeFileError,input,,TaintedPath,,,,
svgo,checkWriteFileError,input,,TaintedPath,,,,
svgo,processSVGData,input,,TaintedPath,,,,
svgo,writeOutput,input,,TaintedPath,,,,
svn-info,svn-info,path,,CommandInjection,,,,
swagger-diff,swaggerDiff,config,,TaintedPath,no,,explained in README: read from config file,param
swagger-injector,serveFile,path,,TaintedPath,,,,
swagger-merger,mergerJSON,input,,TaintedPath,,,,
swagger-ui-express,setup,customCss,,ReflectedXss,yes,,,param+func
swagger-ui-express,setup,customfavIcon,,ReflectedXss,yes,,,param+func
swagger-ui-middleware,swagger-ui-middleware,spec,,TaintedPath,,,,
swig,fn,str,,CodeInjection,,,,
symbol-bootstrap,download,url,,TaintedPath,no,,,param+func
symbol-bootstrap,generateConfiguration,copyTo,,TaintedPath,,,,
symbol-bootstrap,run,customCertFolder,,TaintedPath,no,,,param
sync-glob,default,target,,TaintedPath,no,,,
syntax-error,syntax-error,src,,CodeInjection,yes,,"package is for ""detect and report syntax errors in source code strings"", but it should not execute code",param+func
system,setHostname,hostname,,CommandInjection,,,,
systemjs,getOrCreateLoad,id,,CodeInjection,,,,
systemjs,instantiate,path,,CodeInjection,,,,
systemjs,instantiate,url,,CodeInjection,,,,
systemjs-builder,Builder,cfg,,TaintedPath,,,,
systemjs-builder,loadConfigSync,configFile,,TaintedPath,,,,
sz-iptools,addAddress,dev,,CommandInjection,yes,,,param+func
sz-iptools,delAddress,dev,,CommandInjection,,,,
sz-iptools,delAddress,netmask,,CommandInjection,,,,
t2-cli,setupLocal,opts,,TaintedPath,yes,,generic name,
tableau-react,$requestAnimationFrameFunc,callback,,CodeInjection,no,,,
tacks,create,where,,TaintedPath,,,,
tacks,generateFromDir,dir,,TaintedPath,,,,
tadaa,playCorrectSound,audioPlayer,,CommandInjection,,,,
tap-example,randomTimeout,cb,,CodeInjection,no,,,
tap-runner,runFiles,dir,,TaintedPath,,,,
tape,asyncFunction,callback,,CodeInjection,no,,,
tar,Extract,opts,,TaintedPath,yes,,"old version of tar (2.2.1), which we encounter bundled with another project",param+func
tar,cafe1,done,,CodeInjection,,,,
tar,f1,done,,CodeInjection,,,,
tar,file,done,,CodeInjection,,,,
tar,mkdir_,base,,TaintedPath,,,,
tar,onmkdir,part,,TaintedPath,,,,
tar,r1,done,,CodeInjection,,,,
tar-fs,statAll,entries,,TaintedPath,,,,
tar.gz,createReadStream,directory,"The directory to be tarballed
",TaintedPath,,,,
teen_process,exec,cwd,,TaintedPath,,,,
telehash,load,links,,TaintedPath,,,,
telemetrysdk,saveTelemetry,plugin,,CommandInjection,,,,
termcoin,browser,url,,CommandInjection,,,,
termcoin,daemonize,args,,CommandInjection,,,,
test-utils,generateMongoData,dbName,,CommandInjection,,,,
test-utils,generateMongoData,number,,CommandInjection,,,,
test-utils,launchMongoInstance,parameters,,CommandInjection,yes,,code for testing MongoDB,param+func
test-utils,launchMongoInstance,type,,CommandInjection,yes,,,param+func
test-utils,launchMongos,parameters,,CommandInjection,yes,,,param+func
test-utils,launchSingleInstance,parameters,,CommandInjection,,,,
testlab,mountFunction,args,,CodeInjection,,,,
testlab,mountFunction,body,,CodeInjection,no,,,param+func
text-watermark,addWatermark,source,"original image path
",TaintedPath,no,,explained in docstring: source is original image path,param+param doc
tg-yarl,sendAudio,data,,TaintedPath,,,,
tg-yarl,sendDocument,data,,TaintedPath,,,,
tg-yarl,sendPhoto,data,,TaintedPath,,,,
tg-yarl,sendSticker,data,,TaintedPath,,,,
the-a11y-machine,start,bootstrap,,TaintedPath,no,,explained in README: Bootstrap file = configuration file,README
theme-support-express,getThemeInformation,search,,TaintedPath,,,,
themis,validator,schemas,,CodeInjection,,,,
thengascript,run,code,,CodeInjection,no,,,
thingpedia-client,createDevice,kind,,TaintedPath,,,,
thingpedia-client,getFactory,kind,,TaintedPath,,,,
thingpedia-client,getModule,id,,TaintedPath,,,,
thingpedia-client,loadFromDiscovery,kind,,TaintedPath,,,,
thingpedia-client,runOAuth2,kind,,TaintedPath,,,,
thingpedia-client,updateFactory,kind,,TaintedPath,,,,
thingpedia-client,updateModule,id,,TaintedPath,,,,
think-helper,chmod,p,"[path]
",TaintedPath,,,,
third-library,setImmediate,callback,,CodeInjection,no,,,
ti-nano,__injectValue,value,,CodeInjection,,,,
tiapp,walk,p,,TaintedPath,,,,
timer,timer,cb,,CodeInjection,,,,
timer,timer,interval,,CodeInjection,,,,
times,setImmediate,callback,,CodeInjection,,,,
tiny-glob,tiny-glob,str,"Glob string
",TaintedPath,,,,
tjdb,tjdb,name,,TaintedPath,,,,
tko.utils,debounce,callback,,CodeInjection,no,,,
tko.utils,safeSetTimeout,handler,,CodeInjection,,,,
tl-create,fetchSTL,filename,,TaintedPath,,,,
tmplconv,transplant,dest,,TaintedPath,,,,
to-function,toFunction,obj,,CodeInjection,,,,
todo-md,load,filepath,,TaintedPath,,,,
tools,check,str,,TaintedPath,,,,
tools-for-instagram,getFollowers,username,,TaintedPath,yes,,`username` is used for filename of the output,param+func
tools-for-instagram,getFollowing,username,,TaintedPath,yes,,`username` is used for filename of the output,param+func
torrent-stream,torrentStream,path,,TaintedPath,,,,
total.js,append,filename,,TaintedPath,,,,
total.js,copy,filename,,TaintedPath,,,,
total.js,mkdir,p,,TaintedPath,,,,
total.js,model,name,,CodeInjection,,,,
total.js,read,index,,TaintedPath,,,,
total.js,remove,id,,TaintedPath,,,,
total.js,send,stream,"Stream.
",TaintedPath,,,,
total.js,update,doc,,CodeInjection,,,,
total4,exists,path,,TaintedPath,,,,
total4,mkdir,p,,TaintedPath,,,,
total4,read,index,,TaintedPath,,,,
totoro,Client,report,,TaintedPath,,,,
touch_display,setScreenTimeout,timeout,,CommandInjection,,,,
tracerbench,printToPDF,outputPath,,TaintedPath,,,,
tractor,createDir,directoryPath,,TaintedPath,,,,
tractor,tractor,configPath,,TaintedPath,,,,
truffle-debug-utils,gatherArtifacts,contracts_build_directory,,TaintedPath,,,,
trustchain-sdk,signFile,filePath,,TaintedPath,,,,
trustchain-sdk,verifyFile,file,,TaintedPath,,,,
trymodule,trymodule,installPath,,TaintedPath,,,,
ts-devtools,debounce,func,,CodeInjection,no,,,
ts-devtools,defer,fn,,CodeInjection,no,,,
ts-devtools,delay,fn,,CodeInjection,no,,,
ts-devtools,run,fn,,CodeInjection,no,,,
ts-devtools,runAndSetInterval,fn,,CodeInjection,no,,,
ts-loader,runTestAsChildProcess,testName,,CommandInjection,,,,
ts-site-generator,generate,name,,CommandInjection,,,,
tsconfig,resolveSync,cwd,,TaintedPath,,,,
tsconfig-extends,load_file_sync,cwd,,TaintedPath,,,,
tsify,tsify,typescript,,TaintedPath,,,,
tslint,isDirectory,source,,TaintedPath,,,,
tsm-starter,createDomainFolder,domain,,TaintedPath,,,,
tsmetrics-core,getMetrics,fileName,,TaintedPath,,,,
tty.js,exists,file,,TaintedPath,,,,
tuft,static,path,,TaintedPath,,,,
tumblr,main,output_directory,,TaintedPath,,,,
two.js,requestAnimationFrame,func,,CodeInjection,no,,,
tyfon-server,router,api,,ReflectedXss,yes,,,param+func
tyfon-server,server,api,,ReflectedXss,yes,,,
typed-css-modules,create,filePath,,TaintedPath,,,,
typed-install,default,modules,,CommandInjection,,,,
typed-install,typed-install,modules,,CommandInjection,,,,
typed-scss-modules,main,pattern,,TaintedPath,,,,
typescript,eval,expr,,CodeInjection,,,,
typescript-package,getPackageJson,packageDir,,TaintedPath,,,,
typo-js,Typo,dictionary,"The locale code of the dictionary being used. e.g.,
""en_US"". This is only used to auto-load dictionaries.
",TaintedPath,,,,
ua-parser-js,append,cb,,CodeInjection,no,,false positive: cb is a function that's passed to setTimeout,
ua-parser-js,element,element,,CodeInjection,no,,,
ua-parser-js,update,cb,,CodeInjection,no,,false positive: cb is a function that's passed to setTimeout,
ua-parser-js,update,mode,,CodeInjection,yes,,false positive: this is a function that's passed to setTimeout,
ubuntu-dev-ec2,config,cfg,,TaintedPath,,,,
ucompress,JS,initialDest,,TaintedPath,no,,,param+func doc
ucss,analyze,css,"A CSS string, or an array of CSS
resources (strings, paths, or URLs).
",TaintedPath,,,,
uglify-js,evaluate,exp,,CodeInjection,,,,
uglify-js,readReservedFile,filename,,TaintedPath,,,,
uglify-php,minify,file_value,,TaintedPath,,,,
uglifyjs-webpack-plugin,uglifyjs-webpack-plugin,options,,CodeInjection,,,,
ui-select,setImmediate,callback,,CodeInjection,,,,
uirecorder,startRecorder,cmdFilename,,TaintedPath,no,,,param
ultimail,send,input,,TaintedPath,,,,
underscore,compile,source,,CodeInjection,,,,
underscore,nextTick,callback,,CodeInjection,no,,,
underscore,read,data,,TaintedPath,,,,
underscore,readFile,data,,TaintedPath,no,,,
underscore,readFileSync,data,,TaintedPath,no,,,
underscore,setImmediate,callback,,CodeInjection,no,,,
unicode-data,generateData,version,,TaintedPath,yes,,,param+func
unity-cache-server,getFileInfo,hash,,TaintedPath,,,,
unquire,async,path,,TaintedPath,no,,,param
unrequired,unrequired,input,,CommandInjection,,,,
uo-node-utils,uo-node-utils,content,,TaintedPath,,,,
uo-node-utils,uo-node-utils,filePath,,TaintedPath,no,,,param
upaya,getLocaleData,domain,,TaintedPath,yes,,,param+func
upem,upem,pPackageInputFileName,,TaintedPath,,,,
uplift-csv-cup,init,file,,TaintedPath,no,,,param
upnpserver,declareRepository,require,,TaintedPath,,,,
upstream-report,report,directory,,TaintedPath,,,,
usb_vault,addToMap,map,,TaintedPath,,,,
usb_vault,writeToMap,map,,TaintedPath,,,,
useful-functions.js,safeGlob,pattern,,TaintedPath,,,,
userscript-utils,fromFile,file,"Path to the file
",TaintedPath,no,,,param+func+param doc
useuses,assembleUsedSources,sources,,TaintedPath,,,,
util-arity,util-arity,arity,,CodeInjection,,,,
utile,requireDirLazy,directory,,TaintedPath,no,,,param+func
utilities,cpR,toPath,The destination path to copy to,TaintedPath,no,,,param+param doc
utils,readFiles,dir,,TaintedPath,,,,
val-loader,default,content,,CodeInjection,,,,
val-loader,loader,content,,CodeInjection,,,,
validatorjs,getMessages,lang,,TaintedPath,,,,
valmerge,runMailMerge,message,,TaintedPath,,,,
vash,__express,filepath,,TaintedPath,,,,
vba-blocks,run,file,,CommandInjection,,,,
vcr,set,name,,TaintedPath,,,,
vega-util,key,fields,,CodeInjection,,,,
velocity,render,context,,TaintedPath,,,,
versiony,with,file,,TaintedPath,,,,
via-sort,via-sort,type,,TaintedPath,,,,
vicopo,vicopo,protocol,,TaintedPath,,,,
views,register,prefix,"{String} A template path prefix, no trailing slash.
",TaintedPath,,,,
views,render,view,"{String} The path to a template, relative to ANY registered
views namespace, excluding the template extension.
",TaintedPath,,,,
views,renderStatus,code,"{Number} Status code
",ReflectedXss,yes,,,param+func+param doc
views,renderStatus,message,{String} A custom error message.,ReflectedXss,yes,,,param+func+param doc
vimlint,vimlint,file,,CommandInjection,,,,
vorpal,use,commands,,TaintedPath,,,,
voxa,renderMessage,statement,,CodeInjection,,,,
vscode-extensions,activate,logPath,,TaintedPath,,,,
vsts-task-code-push-release-cordova,performDeployTask,appName,,CommandInjection,,,,
vue-devtools,openInEditor,file,,CodeInjection,,,,
vue-to-react,transform,targetPath,,TaintedPath,,,,
w-srvr,https,passphrase,,TaintedPath,,,,
w3ghost,GHost,cfg,,TaintedPath,,,,
wait.for,timeout_callback,callback,,CodeInjection,no,,,
wat,scaffoldDir,dir,,TaintedPath,,,,
watchify,run,src,,CodeInjection,,,,
watchy,watchy,patterns,,TaintedPath,,,,
wbn,addFile,file,,TaintedPath,,,,
weappdevtools-cli,execute,args,"命令参数
",CommandInjection,yes,,,param+func
weappdevtools-cli,preview,projectRoot,"项目根路径
",CommandInjection,,,,
weappdevtools-cli,upload,desc,"备注
",CommandInjection,,,,
weappdevtools-cli,upload,version,"版本号
",CommandInjection,yes,,,param+func
weave,setImmediate,callback,,CodeInjection,no,,,param+func
web-atoms,compile,vars,,CodeInjection,,,,
web-atoms,regex,value,,CodeInjection,,,,
web-atoms,relPos,value,,CodeInjection,,,,
web-atoms,setPosition,val,,CodeInjection,,,,
web-node,load,pluginPath,"Path to given plugin.
",TaintedPath,,,,
webcorrector-app-2016,loadSource,source,,CodeInjection,yes,,dustjs is for Javascript templating (loadSource should not execute),param+func
webdriver-standalone-server,spawnProcess,path,,CommandInjection,,,,
webmap-hover-template,getLocale,key,,TaintedPath,,,,
webmate-sdk-js,uploadImageToDeviceAndSetForCameraSimulationWithFilePath,imageFilePath,"File path to image file.
",TaintedPath,,,,
webot,dialog,args,,TaintedPath,,,,
webpack-cdn-plugin,getVersionInNodeModules,pathToNodeModules,,TaintedPath,,,,
webpack-dev-server,readFile,item,,TaintedPath,,,,
webpack-node-externals,copyDir,source,,TaintedPath,,,,
webpack-publicpath,setImmediate,callback,,CodeInjection,no,,,
webpack-require,requireSerialized,source,,CodeInjection,,,,
webpack-usage,setImmediate,callback,,CodeInjection,no,,,
webpack4survey123,webpack4survey123,code,,CodeInjection,,,,
webpinfo,from,input,,TaintedPath,,,,
webpinfo,isAnimated,input,,TaintedPath,,,,
webppl,prepare,code,,CodeInjection,no,,to compile and run a probabilistic programming language,param+README
webvtt2ass,webvtt2ass,input,,TaintedPath,no,,package is for file conversion,param+func
webworker,Worker,path,,CommandInjection,,,,
wepy,wepy,eslintPath,,TaintedPath,,,,
wepy,wepy,formatter,,TaintedPath,,,,
wetland,remove,name,,TaintedPath,no,,,param+func
whatodo,readDirectory,input,,TaintedPath,no,,,param+func
wikipedia-preview,getPreviewHtml,lang,,TaintedPath,,,,
win-spawn,spawn,command,,CommandInjection,,,,
windows-network-drive,mount,password,"Password to use when accessing network drive
",CommandInjection,,,,
windows-network-drive,mount,username,"Username to use when accessing network drive
",CommandInjection,,,,
winston,_checkMaxFilesIncrementing,callback,,CodeInjection,no,,,
winston,_incFile,callback,,CodeInjection,no,,,
winston,log,callback,,CodeInjection,no,,,
wire-context-helper,findFileByExtension,extensions,"Acceptable extensions.
",TaintedPath,,,,
wireless-tools,disable_network,id,,CommandInjection,,,,
wireless-tools,enable_network,id,,CommandInjection,yes,,,param+func
wireless-tools,remove_network,id,,CommandInjection,yes,,,param+func
wireless-tools,scan,options,,CommandInjection,,,,
wireless-tools,select_network,id,,CommandInjection,,,,
wireless-tools,set,value,,CommandInjection,yes,,unsafe shell-command construction,
wireless-tools,set,variable,,CommandInjection,,,,
wireless-tools,set_network,value,,CommandInjection,,,,
woods,initialize,directory,,TaintedPath,no,,,param
workshopper,updateData,id,,TaintedPath,,,,
workspace-tools,getChangesBetweenRefs,cwd,,TaintedPath,no,,,param
workspace-tools,getDefaultRemote,cwd,,TaintedPath,no,,,param
workspace-tools,getWorkspaces,cwd,,TaintedPath,,,,
workspace-tools,init,cwd,,TaintedPath,,,,
ws-img,parseFromFile,file,,TaintedPath,,,,
x-configs,F,filename,"The file name to require the config from
",TaintedPath,,,,
x-tag,requestFrame,fn,,CodeInjection,,,,
x-tag,skipFrame,fn,,CodeInjection,,,,
x509,verify,certPath,,TaintedPath,,,,
xdm,runSync,file,,CodeInjection,,,,
xlsx,load,data,,TaintedPath,,,,
xlsx,parse,text,,CodeInjection,,,,
